30201	9783507106062	30,95	29/3/017	0
30200	9783507106062	30,95	29/3/017	0
30199	9783507106062	30,95	29/3/017	0
30198	9783507106062	30,95	29/3/017	0
30197	9783507106062	30,95	29/3/017	0
30196	9783507106062	30,95	29/3/017	0
30195	9783507106062	30,95	29/3/017	0
30194	9783507106062	30,95	29/3/017	0
30193	9783507106062	30,95	29/3/017	0
30192	9783507106062	30,95	29/3/017	0
30191	9783507106062	30,95	29/3/017	0
30190	9783507106062	30,95	29/3/017	0
30189	9783507106062	30,95	29/3/017	0
30188	9783507106062	30,95	29/3/017	0
30187	9783507106062	30,95	29/3/017	0
30186	9783507106062	30,95	29/3/017	0
30185	9783507106062	30,95	29/3/017	0
30184	9783507106062	30,95	29/3/017	0
30183	9783507106062	30,95	29/3/017	0
30182	9783507106062	30,95	29/3/017	0
30181	9783507106062	30,95	29/3/017	0
30180	9783507106062	30,95	29/3/017	0
30179	9783507106062	30,95	29/3/017	0
30178	9783507106062	30,95	29/3/017	0
30177	9783507106062	30,95	29/3/017	0
30176	9783507106062	30,95	29/3/017	0
30175	9783507106062	30,95	29/3/017	0
30174	9783507106062	30,95	29/3/017	0
30173	9783507106062	30,95	29/3/017	0
30172	9783507106062	30,95	29/3/017	0
30171	9783507106062	30,95	29/3/017	0
30170	9783507106062	30,95	29/3/017	0
30169	9783507106062	30,95	29/3/017	0
30168	9783507106062	30,95	29/3/017	0
30167	9783507106062	30,95	29/3/017	0
30166	9783507106062	30,95	29/3/017	0
30165	9783507106062	30,95	29/3/017	0
30164	9783507106062	30,95	29/3/017	0
30163	9783507106062	30,95	29/3/017	0
30162	9783507106062	30,95	29/3/017	0
30161	9783507106062	30,95	29/3/017	0
30160	9783507106062	30,95	29/3/017	0
30159	9783507106062	30,95	29/3/017	0
30158	9783507106062	30,95	29/3/017	0
30157	9783507106062	30,95	29/3/017	0
30156	9783507106062	30,95	29/3/017	0
30155	9783507106062	30,95	29/3/017	0
30154	9783507106062	30,95	29/3/017	0
30153	9783507106062	30,95	29/3/017	0
30152	9783507106062	30,95	29/3/017	0
30151	9783507106062	30,95	29/3/017	0
30150	9783507106062	30,95	29/3/017	0
30149	9783507106062	30,95	29/3/017	0
30148	9783507106062	30,95	29/3/017	0
30147	9783507106062	30,95	29/3/017	0
30146	9783507106062	30,95	29/3/017	0
30145	9783507106062	30,95	29/3/017	0
30144	9783507106062	30,95	29/3/017	0
30143	9783507106062	30,95	29/3/017	0
30142	9783507106062	30,95	29/3/017	0
30141	9783507106062	30,95	29/3/017	0
30140	9783507106062	30,95	29/3/017	0
30139	9783507106062	30,95	29/3/017	0
30138	9783507106062	30,95	29/3/017	0
30137	9783507106062	30,95	29/3/017	0
30326	9783507106161 	30,95	29/3/017	0
30325	9783507106161 	30,95	29/3/017	0
30324	9783507106161 	30,95	29/3/017	0
30323	9783507106161 	30,95	29/3/017	0
30322	9783507106161 	30,95	29/3/017	0
30321	9783507106161 	30,95	29/3/017	0
30320	9783507106161 	30,95	29/3/017	0
30319	9783507106161 	30,95	29/3/017	0
30318	9783507106161 	30,95	29/3/017	0
30317	9783507106161 	30,95	29/3/017	0
30316	9783507106161 	30,95	29/3/017	0
30315	9783507106161 	30,95	29/3/017	0
30314	9783507106161 	30,95	29/3/017	0
30313	9783507106161 	30,95	29/3/017	0
30312	9783507106161 	30,95	29/3/017	0
30311	9783507106161 	30,95	29/3/017	0
30310	9783507106161 	30,95	29/3/017	0
30309	9783507106161 	30,95	29/3/017	0
30308	9783507106161 	30,95	29/3/017	0
30307	9783507106161 	30,95	29/3/017	0
30306	9783507106161 	30,95	29/3/017	0
30305	9783507106161 	30,95	29/3/017	0
30304	9783507106161 	30,95	29/3/017	0
30303	9783507106161 	30,95	29/3/017	0
30302	9783507106161 	30,95	29/3/017	0
30301	9783507106161 	30,95	29/3/017	0
30300	9783507106161 	30,95	29/3/017	0
30299	9783507106161 	30,95	29/3/017	0
30298	9783507106161 	30,95	29/3/017	0
30297	9783507106161 	30,95	29/3/017	0
30296	9783507106161 	30,95	29/3/017	0
30295	9783507106161 	30,95	29/3/017	0
30294	9783507106161 	30,95	29/3/017	0
30293	9783507106161 	30,95	29/3/017	0
30292	9783507106161 	30,95	29/3/017	0
30291	9783507106161 	30,95	29/3/017	0
30290	9783507106161 	30,95	29/3/017	0
30289	9783507106161 	30,95	29/3/017	0
30288	9783507106161 	30,95	29/3/017	0
30287	9783507106161 	30,95	29/3/017	0
30286	9783507106161 	30,95	29/3/017	0
30285	9783507106161 	30,95	29/3/017	0
30284	9783507106161 	30,95	29/3/017	0
30283	9783507106161 	30,95	29/3/017	0
30282	9783507106161 	30,95	29/3/017	0
30281	9783507106161 	30,95	29/3/017	0
30280	9783507106161 	30,95	29/3/017	0
30279	9783507106161 	30,95	29/3/017	0
30278	9783507106161 	30,95	29/3/017	0
30277	9783507106161 	30,95	29/3/017	0
30276	9783507106161 	30,95	29/3/017	0
30275	9783507106161 	30,95	29/3/017	0
30274	9783507106161 	30,95	29/3/017	0
30273	9783507106161 	30,95	29/3/017	0
30272	9783507106161 	30,95	29/3/017	0
30271	9783507106161 	30,95	29/3/017	0
30270	9783507106161 	30,95	29/3/017	0
30269	9783507106161 	30,95	29/3/017	0
30268	9783507106161 	30,95	29/3/017	0
30267	9783507106161 	30,95	29/3/017	0
30266	9783507106161 	30,95	29/3/017	0
30265	9783507106161 	30,95	29/3/017	0
30264	9783507106161 	30,95	29/3/017	0
30263	9783507106161 	30,95	29/3/017	0
30262	9783507106161 	30,95	29/3/017	0
30261	9783507106161 	30,95	29/3/017	0
30260	9783507106161 	30,95	29/3/017	0
30259	9783507106161 	30,95	29/3/017	0
30258	9783507106161 	30,95	29/3/017	0
30257	9783507106161 	30,95	29/3/017	0
30256	9783507106161 	30,95	29/3/017	0
30255	9783507106161 	30,95	29/3/017	0
30254	9783507106161 	30,95	29/3/017	0
30253	9783507106161 	30,95	29/3/017	0
30252	9783507106161 	30,95	29/3/017	0
30251	9783507106161 	30,95	29/3/017	0
30250	9783507106161 	30,95	29/3/017	0
30249	9783507106161 	30,95	29/3/017	0
30248	9783507106161 	30,95	29/3/017	0
30247	9783507106161 	30,95	29/3/017	0
30246	9783507106161 	30,95	29/3/017	0
30245	9783507106161 	30,95	29/3/017	0
30244	9783507106161 	30,95	29/3/017	0
30243	9783507106161 	30,95	29/3/017	0
30242	9783507106161 	30,95	29/3/017	0
30241	9783507106161 	30,95	29/3/017	0
30240	9783507106161 	30,95	29/3/017	0
30239	9783507106161 	30,95	29/3/017	0
30238	9783507106161 	30,95	29/3/017	0
30237	9783507106161 	30,95	29/3/017	0
30236	9783507106161 	30,95	29/3/017	0
30235	9783507106161 	30,95	29/3/017	0
30234	9783507106161 	30,95	29/3/017	0
30233	9783507106161 	30,95	29/3/017	0
30232	9783507106161 	30,95	29/3/017	0
30231	9783507106161 	30,95	29/3/017	0
30230	9783507106161 	30,95	29/3/017	0
30229	9783507106161 	30,95	29/3/017	0
30228	9783507106161 	30,95	29/3/017	0
30227	9783507106161 	30,95	29/3/017	0
30226	9783507106161 	30,95	29/3/017	0
30225	9783507106161 	30,95	29/3/017	0
30224	9783507106161 	30,95	29/3/017	0
30223	9783507106161 	30,95	29/3/017	0
30222	9783507106161 	30,95	29/3/017	0
30221	9783507106161 	30,95	29/3/017	0
30220	9783507106161 	30,95	29/3/017	0
30219	9783507106161 	30,95	29/3/017	0
30218	9783507106161 	30,95	29/3/017	0
30217	9783507106161 	30,95	29/3/017	0
30216	9783507106161 	30,95	29/3/017	0
30215	9783507106161 	30,95	29/3/017	0
30214	9783507106161 	30,95	29/3/017	0
30213	9783507106161 	30,95	29/3/017	0
30212	9783507106161 	30,95	29/3/017	0
30211	9783507106161 	30,95	29/3/017	0
30210	9783507106161 	30,95	29/3/017	0
30209	9783507106161 	30,95	29/3/017	0
30208	9783507106161 	30,95	29/3/017	0
30207	9783507106161 	30,95	29/3/017	0
30206	9783507106161 	30,95	29/3/017	0
